"Region","County","District","District Name","Charter Status","Staff_Category","Staff","FTE Count","Total Base Pay","Average Base Pay"
"12","BOSQUE COUNTY","018904","VALLEY MILLS ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","91.57","3387490","36992"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","1.00","41790","41790"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","1.00","33290","33290"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","7.31","289605","39613"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","0.28","13040","46738"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","8.41","396939","47195"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","1.00","34530","34530"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","19.00","809194","42588"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","1.00","39189","39189"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","17040","17040"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","2.00","56229","28115"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","1.00","71553","71553"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","79955","79955"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","2.00","151508","75754"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","23.00","1016931","44214"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","3.00","51114","17038"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","3.00","51114","17038"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","10.00","199568","19957"
"12","BOSQUE COUNTY","018905","WALNUT SPRINGS ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","36.00","1267613","35211"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","0.32","14832","46642"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","0.75","34554","46152"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","6.69","291581","43562"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","7.24","323046","44618"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","15.00","664013","44266"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","0.55","28640","51997"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","0.55","28640","51997"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","1.00","48720","48720"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","83867","83867"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","2.00","132587","66294"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","17.55","825240","47019"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","1.89","31060","16454"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","1.89","31060","16454"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","5.91","109682","18545"
"12","BOSQUE COUNTY","018906","IREDELL ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","25.35","965982","38101"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","1.00","37490","37490"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","1.01","47525","47073"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","6.29","255401","40633"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","10.25","454809","44377"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","0.83","41000","49220"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","19.38","836225","43156"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","0.64","30509","47544"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","0.60","14027","23212"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","1.25","44536","35743"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","0.50","32594","65188"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","0.50","32594","65188"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","0.49","26482","54045"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","0.57","39673","69431"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","0.49","40052","81739"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","2.55","171395","67177"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","23.17","1052156","45402"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","6.00","122522","20420"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","6.00","122522","20420"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","9.85","243162","24686"
"12","BOSQUE COUNTY","018907","KOPPERL ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","39.02","1417840","36332"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","0.45","20631","46021"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","0.50","23010","46020"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","5.94","203639","34261"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","0.21","8724","41882"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","6.98","292412","41874"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","0.42","19395","46567"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","14.50","567811","39160"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","0.50","25375","50750"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","0.50","25375","50750"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","0.47","27000","57447"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","78660","78660"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","1.47","105660","71878"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","16.47","698846","42432"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","7.94","154544","19454"
"12","BOSQUE COUNTY","018908","CRANFILLS GAP ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","24.41","853390","34955"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","4.00","170403","42601"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","3.20","115631","36135"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","22.84","950081","41593"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","36.52","1553723","42542"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","3.85","189695","49211"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","70.42","2979533","42311"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","4.00","201627","50407"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","1.00","57600","57600"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","2.00","104488","52244"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","2.00","58862","29431"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","33185","33185"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","10.00","455762","45576"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","1.00","76619","76619"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","57550","57550"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","1.58","99601","62999"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","85752","85752"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","4.58","319522","69749"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","85.00","3754817","44174"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","13.00","211245","16250"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","13.00","211245","16250"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","24.00","475240","19802"
"08","BOWIE COUNTY","019901","DEKALB ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","122.00","4441302","36404"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","1.00","47438","47438"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","4.22","174721","41380"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN/KINDERGARTEN","0.22","8692","39083"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","27.63","1139141","41223"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","2.32","89553","38575"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","41.92","1813805","43271"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","1.05","53468","50743"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","78.37","3326818","42449"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","4.00","172015","43004"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","0.75","40302","53736"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","2.75","168441","61251"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","44235","44239"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TEACHER FACILITATOR","2.00","85556","42778"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","10.50","510549","48624"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","2.79","162397","58297"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","0.49","25028","51276"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","79269","79269"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","2.50","157063","62825"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","2.36","187422","79514"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","REGISTRAR","1.00","41758","41758"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","103824","103824"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","11.13","756761","67987"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","100.00","4594128","45940"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","18.00","321818","17879"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","18.00","321818","17879"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","20.48","413120","20169"
"08","BOWIE COUNTY","019902","HOOKS ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","138.49","5329066","38481"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","2.00","85680","42840"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","2.00","94259","47130"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","14.30","579584","40520"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","0.45","13710","30494"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","18.58","811300","43667"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","3.67","185695","50611"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","41.00","1770228","43175"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","1.00","51755","51755"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","1.00","58716","58716"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","1.00","34610","34610"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","3.00","131352","43784"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","1.00","38847","38847"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","7.00","315280","45040"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","1.00","41890","41890"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","70560","70560"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","1.00","60510","60510"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","2.00","151733","75867"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","96072","96072"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","6.00","420765","70128"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","54.00","2506273","46411"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","5.00","130745","26149"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","5.00","130745","26149"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","4.00","86400","21600"
"08","BOWIE COUNTY","019903","MAUD ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","63.00","2723418","43228"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","5.60","245733","43869"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","5.75","245220","42617"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN/KINDERGARTEN","0.20","11121","55549"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","38.30","1660779","43365"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","0.90","28998","32371"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","53.10","2475971","46627"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","17.55","794822","45291"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","121.40","5462644","44997"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","4.29","217978","50776"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","6.00","356534","59423"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","2.39","124930","52209"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LSSP/PSYCHOLOGIST","1.00","56970","56970"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OCCUPATIONAL THERAPIST","1.00","67080","67093"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","1.00","64624","64624"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","1.00","39794","39794"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","4.00","207668","51916"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","WORK-BASED LEARNING SITE COOR","0.06","2863","48773"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","20.74","1138441","54880"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","4.00","235166","58792"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","70418","70418"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","2.00","146198","73099"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","5.00","341585","68317"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","111570","111570"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","13.00","904937","69611"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","155.14","7506022","48381"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","36.50","887460","24314"
"08","BOWIE COUNTY","019905","NEW BOSTON ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","36.50","887460","24314"
