"Region","County","District","District Name","Charter Status","Staff_Category","Staff","FTE Count","Total Base Pay","Average Base Pay"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","20.03","1173727","58589"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","9.00","529635","58848"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","10.00","553822","55382"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","24.00","1280977","53374"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","14.00","647719","46266"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","9.00","466451","51828"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","89.32","4834469","54127"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","21.00","1392097","66290"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","2.00","223682","111841"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","86163","86163"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIR -PERSONNEL/HUMAN RESOURCES","1.00","101603","101603"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","11.00","789366","71763"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","12.00","1008237","84020"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TEACHER SUPERVISOR","2.00","139197","69605"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","50.00","3740345","74808"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","745.87","38877453","52124"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","82.04","1388802","16929"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","82.04","1388802","16929"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","253.80","6141758","24199"
"10","DALLAS COUNTY","057906","DESOTO ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","1081.70","46408013","42903"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","7.00","331656","47379"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","46.48","2269023","48817"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","291.65","14294540","49012"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","343.60","17121138","49828"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","65.79","3309877","50313"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","754.52","37326234","49470"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","ATHLETIC TRAINER","2.00","123754","61877"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","34.00","2125917","62527"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","DEPARTMENT HEAD","2.00","107513","53757"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","13.36","767328","57421"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","18.00","915324","50851"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LSSP/PSYCHOLOGIST","2.00","107705","53853"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OCCUPATIONAL THERAPIST","1.00","79700","79700"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","20.00","1105818","55291"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","38.27","2451202","64047"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","PHYSICAL THERAPIST","0.85","68085","80100"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","13.00","753840","57988"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","9.98","557590","55870"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TEACHER FACILITATOR","1.00","57532","57532"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","155.47","9221308","59314"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","29.00","1903341","65632"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","3.00","382248","127416"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","1.45","123117","85049"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","117111","117111"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIR -PERSONNEL/HUMAN RESOURCES","1.00","83801","83801"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","2.80","205179","73278"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","19.00","1607044","84581"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","230000","230000"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TEACHER SUPERVISOR","1.00","58664","58664"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","59.25","4710505","79505"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","969.24","51258047","52885"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","122.72","2171978","17699"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","122.72","2171978","17699"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","535.91","10973549","20477"
"10","DALLAS COUNTY","057907","DUNCANVILLE ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","1627.86","64403574","39563"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","53.86","2597321","48226"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","143.63","7177293","49971"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","1536.19","76521722","49813"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","24.52","1200409","48950"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","1450.04","74113380","51111"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","442.86","22215164","50162"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","3651.10","183825289","50348"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","ATHLETIC TRAINER","3.80","202882","53455"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","AUDIOLOGIST","3.00","201481","67160"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","129.30","8110457","62727"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","57.59","3465245","60168"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","76.00","4063439","53466"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LSSP/PSYCHOLOGIST","8.00","477024","59628"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OCCUPATIONAL THERAPIST","9.00","525181","58356"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","29.50","1956150","66310"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","158.50","11859283","74820"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","PHYSICAL THERAPIST","4.93","295933","60017"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","76.40","4024942","52683"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SOCIAL WORKER","12.83","768838","59925"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","50.30","2863594","56930"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TEACHER FACILITATOR","131.67","7724623","58667"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TRUANT OFF/VISIT TEACHER","4.00","344313","86078"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","WORK-BASED LEARNING SITE COOR","7.34","403457","55000"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","762.16","47286842","62044"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","107.00","8167192","76329"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","4.50","625253","138945"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","2.00","203968","101984"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","106640","106640"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIR -PERSONNEL/HUMAN RESOURCES","4.00","440572","110143"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","15.00","1587414","105828"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","72.00","6643015","92264"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","REGISTRAR","10.00","294742","29474"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","282220","282220"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TAX ASSESSOR AND/OR COLLECTOR","1.00","107657","107657"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TEACHER SUPERVISOR","28.46","2274075","79891"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","245.96","20732748","84292"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","4659.22","251844879","54053"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","461.80","8188481","17732"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","461.80","8188481","17732"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","2116.84","45487813","21489"
"10","DALLAS COUNTY","057909","GARLAND ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","7237.86","305521173","42212"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","PRE-KINDERGARTEN","28.20","1389444","49276"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","102.66","5072752","49415"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","698.43","34839906","49883"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","8.73","438502","50254"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","658.14","33161251","50387"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","99.52","5054348","50788"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","NOT APPLICABLE","2.75","165470","60186"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","1598.42","80121673","50126"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","CORRECTIVE THERAPIST","1.81","103164","56846"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","54.45","3178171","58363"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","31.00","1939474","62564"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","15.01","822288","54789"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LSSP/PSYCHOLOGIST","13.00","706700","54362"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OCCUPATIONAL THERAPIST","6.00","303737","50623"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","ORIENTATN/MOBILITY SPEC (COMS)","1.00","49250","49250"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","44.30","2435793","54988"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","61.93","4791978","77377"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","PHYSICAL THERAPIST","1.00","50250","50250"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","38.32","1948266","50845"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SOCIAL WORKER","8.00","415943","51993"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","28.00","1447504","51697"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TEACHER FACILITATOR","38.80","2227910","57414"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","342.63","20420428","59600"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","58.92","3837197","65129"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","3.00","419000","139667"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","1.00","115306","115306"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","130000","130000"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIR -PERSONNEL/HUMAN RESOURCES","1.00","113065","113065"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","2.97","192030","64554"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","36.69","3210781","87499"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","275240","275240"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TEACHER SUPERVISOR","24.89","1331665","53501"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","TOTAL ADMINISTRATIVE STAFF","130.48","9624284","73762"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD"," ","TOTAL PROFESSIONAL STAFF","2071.52","110166385","53181"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","EDUCATIONAL AIDE","234.26","4808431","20526"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","PARAPROFESSIONAL STAFF","TOTAL PARAPROFESSIONAL STAFF","234.26","4808431","20526"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD","AUXILIARY","AUXILIARY","821.14","19398601","23624"
"10","DALLAS COUNTY","057910","GRAND PRAIRIE ISD","TRADITIONAL ISD/CSD"," ","TOTAL PERSONNEL","3126.93","134373417","42973"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","KINDERGARTEN","32.46","1743578","53714"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ELEMENTARY (GRADES 1-6)","169.20","9224085","54515"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","MIDDLE SCHOOL (GRADES 6 - 8)","7.19","401584","55817"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","SECONDARY (GRADES 7-12)","179.16","10082511","56275"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","ALL GRADE LEVELS","36.45","1908872","52375"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","NOT APPLICABLE","3.00","168401","56134"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","TEACHING STAFF","TOTAL TEACHING STAFF","427.47","23529031","55043"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","ATHLETIC TRAINER","1.02","78312","76852"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","COUNSELOR","14.07","978375","69553"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","DEPARTMENT HEAD","1.00","96840","96840"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","EDUCATIONAL DIAGNOSTICIAN","3.00","252523","84174"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LIBRARIAN","5.89","361806","61463"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","LSSP/PSYCHOLOGIST","3.50","222562","63589"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OCCUPATIONAL THERAPIST","2.00","127225","63613"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHER CAMP PROF PERSONNEL","0.90","54163","60181"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","OTHR NON-INSTR DISTRICT","12.17","898734","73871"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","PHYSICAL THERAPIST","0.60","41161","68602"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","RECREATIONAL THERAPIST","1.00","51159","51149"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SCHOOL NURSE","7.00","354328","50618"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","SPEECH THRPST/SPEECH-LANG PATH","8.00","451738","56467"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","SUPPORT STAFF","TOTAL SUPPORT STAFF","60.14","3968926","65996"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASSISTANT PRINCIPAL","5.37","443211","82585"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ASST/ASSOC/DEPUTY SUPERINTEND.","2.00","316886","158443"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","ATHLETIC DIRECTOR","1.53","161141","105094"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","BUSINESS MANAGER","1.00","111021","111021"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIR -PERSONNEL/HUMAN RESOURCES","1.00","110741","110741"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","DIST INSTR PGM DIR OR EXC DIR","0.50","43375","86750"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","PRINCIPAL","6.00","694567","115761"
"10","DALLAS COUNTY","057911","HIGHLAND PARK ISD","TRADITIONAL ISD/CSD","ADMINISTRATIVE STAFF","SUPERINTENDENT/CAO/CEO/PRESDNT","1.00","236235","236235"
